year,district,province,urban_rural,material_type,waste_category,bin_color,segregation_required,composition_percent,total_generated_tons,recycled_tons,composted_tons,landfilled_tons,open_dumped_tons,recycling_rate_percent,wrong_disposal_rate_percent,correctly_segregated_percent,co2_saved_tons,economic_value_LKR
2015,Galle,Southern,Urban,Glass,Recyclable,Blue,True,3.0,5.7,1.15,0.0,1.75,2.8,20.2,14.4,85.6,0.98,9200
2015,Galle,Southern,Urban,Textile,Recyclable,Blue,True,4.0,7.6,1.06,0.0,3.56,2.98,13.9,25.1,74.9,0.9,5300
2015,Galle,Southern,Urban,E-waste,Hazardous,Red,False,2.0,3.8,0.0,0.0,2.15,1.65,3.1,10.4,89.6,0.0,0
2015,Galle,Southern,Urban,Rubber/Wood,Inert,Black,False,4.0,7.6,0.0,0.0,4.71,2.89,2.6,13.0,87.0,0.0,0
2015,Matara,Southern,Rural,Organic/Food,Biodegradable,Green,False,64.0,99.2,0.0,5.95,48.84,44.41,1.4,43.7,56.3,0.0,0
2015,Matara,Southern,Rural,Paper,Recyclable,Blue,True,12.0,18.6,2.91,0.0,7.73,7.96,15.7,27.9,72.1,2.47,34920
2015,Matara,Southern,Rural,Plastic,Recyclable,Blue,True,7.0,10.85,0.76,0.0,6.36,3.73,7.0,44.2,55.8,0.65,13680
2015,Matara,Southern,Rural,Metal,Recyclable,Blue,True,4.0,6.2,1.71,0.0,1.18,3.31,27.5,24.8,75.2,1.45,76950
2015,Matara,Southern,Rural,Glass,Recyclable,Blue,True,3.0,4.65,0.53,0.0,2.59,1.53,11.4,52.4,47.6,0.45,4240
2015,Matara,Southern,Rural,Textile,Recyclable,Blue,True,4.0,6.2,0.59,0.0,3.35,2.26,9.5,43.1,56.9,0.5,2950
2015,Matara,Southern,Rural,E-waste,Hazardous,Red,False,2.0,3.1,0.0,0.0,1.74,1.36,2.9,38.5,61.5,0.0,0
2015,Matara,Southern,Rural,Rubber/Wood,Inert,Black,False,4.0,6.2,0.0,0.0,4.2,2.0,0.0,51.4,48.6,0.0,0
2015,Hambantota,Southern,Rural,Organic/Food,Biodegradable,Green,False,64.0,57.6,0.0,3.46,27.74,26.4,4.8,31.9,68.1,0.0,0
2015,Hambantota,Southern,Rural,Paper,Recyclable,Blue,True,12.0,10.8,1.84,0.0,3.76,5.2,17.0,51.4,48.6,1.56,22080
2015,Hambantota,Southern,Rural,Plastic,Recyclable,Blue,True,7.0,6.3,0.5,0.0,2.68,3.12,7.9,42.5,57.5,0.42,9000
2015,Hambantota,Southern,Rural,Metal,Recyclable,Blue,True,4.0,3.6,0.95,0.0,1.42,1.23,26.3,51.4,48.6,0.81,42750
2015,Hambantota,Southern,Rural,Glass,Recyclable,Blue,True,3.0,2.7,0.34,0.0,1.54,0.82,12.4,23.6,76.4,0.29,2720
2015,Hambantota,Southern,Rural,Textile,Recyclable,Blue,True,4.0,3.6,0.31,0.0,2.21,1.08,8.7,25.6,74.4,0.26,1550
2015,Hambantota,Southern,Rural,E-waste,Hazardous,Red,False,2.0,1.8,0.0,0.0,0.95,0.85,1.8,42.8,57.2,0.0,0
2015,Hambantota,Southern,Rural,Rubber/Wood,Inert,Black,False,4.0,3.6,0.0,0.0,1.88,1.72,0.0,28.3,71.7,0.0,0
2015,Jaffna,Northern,Urban,Organic/Food,Biodegradable,Green,False,64.0,76.8,0.0,4.61,34.82,37.37,4.5,25.5,74.5,0.0,0
2015,Jaffna,Northern,Urban,Paper,Recyclable,Blue,True,12.0,14.4,4.32,0.0,3.39,6.69,30.0,23.3,76.7,3.67,51840
2015,Jaffna,Northern,Urban,Plastic,Recyclable,Blue,True,7.0,8.4,0.74,0.0,4.37,3.29,8.8,15.2,84.8,0.63,13320
2015,Jaffna,Northern,Urban,Metal,Recyclable,Blue,True,4.0,4.8,2.13,0.0,0.06,2.61,44.5,18.6,81.4,1.81,95850
2015,Jaffna,Northern,Urban,Glass,Recyclable,Blue,True,3.0,3.6,0.76,0.0,1.19,1.65,21.1,29.5,70.5,0.65,6080
2015,Jaffna,Northern,Urban,Textile,Recyclable,Blue,True,4.0,4.8,0.62,0.0,2.05,2.13,13.0,21.3,78.7,0.53,3100
2015,Jaffna,Northern,Urban,E-waste,Hazardous,Red,False,2.0,2.4,0.0,0.0,1.25,1.15,1.4,15.6,84.4,0.0,0
2015,Jaffna,Northern,Urban,Rubber/Wood,Inert,Black,False,4.0,4.8,0.0,0.0,2.59,2.21,0.0,12.8,87.2,0.0,0
2015,Kurunegala,North Western,Rural,Organic/Food,Biodegradable,Green,False,64.0,128.0,0.0,7.68,51.39,68.93,5.0,52.0,48.0,0.0,0
2015,Kurunegala,North Western,Rural,Paper,Recyclable,Blue,True,12.0,24.0,4.1,0.0,12.61,7.29,17.1,52.5,47.5,3.48,49200
2015,Kurunegala,North Western,Rural,Plastic,Recyclable,Blue,True,7.0,14.0,0.86,0.0,5.56,7.58,6.1,53.7,46.3,0.73,15480
2015,Kurunegala,North Western,Rural,Metal,Recyclable,Blue,True,4.0,8.0,2.35,0.0,2.66,2.99,29.4,33.5,66.5,2.0,105750
2015,Kurunegala,North Western,Rural,Glass,Recyclable,Blue,True,3.0,6.0,0.8,0.0,2.92,2.28,13.4,25.9,74.1,0.68,6400
2015,Kurunegala,North Western,Rural,Textile,Recyclable,Blue,True,4.0,8.0,0.66,0.0,3.07,4.27,8.2,44.4,55.6,0.56,3300
2015,Kurunegala,North Western,Rural,E-waste,Hazardous,Red,False,2.0,4.0,0.0,0.0,2.7,1.3,1.9,41.5,58.5,0.0,0
2015,Kurunegala,North Western,Rural,Rubber/Wood,Inert,Black,False,4.0,8.0,0.0,0.0,5.32,2.68,2.8,38.1,61.9,0.0,0
2015,Puttalam,North Western,Rural,Organic/Food,Biodegradable,Green,False,64.0,54.4,0.0,3.26,24.75,26.39,4.7,44.4,55.6,0.0,0
2015,Puttalam,North Western,Rural,Paper,Recyclable,Blue,True,12.0,10.2,1.88,0.0,4.34,3.98,18.4,30.3,69.7,1.6,22560
2015,Puttalam,North Western,Rural,Plastic,Recyclable,Blue,True,7.0,5.95,0.45,0.0,2.51,2.99,7.6,50.3,49.7,0.38,8100
2015,Puttalam,North Western,Rural,Metal,Recyclable,Blue,True,4.0,3.4,1.01,0.0,0.94,1.45,29.7,37.6,62.4,0.86,45450
2015,Puttalam,North Western,Rural,Glass,Recyclable,Blue,True,3.0,2.55,0.34,0.0,1.03,1.18,13.2,44.6,55.4,0.29,2720
2015,Puttalam,North Western,Rural,Textile,Recyclable,Blue,True,4.0,3.4,0.31,0.0,1.31,1.78,9.2,31.8,68.2,0.26,1550
2015,Puttalam,North Western,Rural,E-waste,Hazardous,Red,False,2.0,1.7,0.0,0.0,1.15,0.55,1.1,40.2,59.8,0.0,0
2015,Puttalam,North Western,Rural,Rubber/Wood,Inert,Black,False,4.0,3.4,0.0,0.0,1.98,1.42,0.0,39.0,61.0,0.0,0
2015,Anuradhapura,North Central,Rural,Organic/Food,Biodegradable,Green,False,64.0,83.2,0.0,4.99,40.96,37.25,2.3,21.1,78.9,0.0,0
2015,Anuradhapura,North Central,Rural,Paper,Recyclable,Blue,True,12.0,15.6,2.46,0.0,5.25,7.89,15.7,32.6,67.4,2.09,29520
2015,Anuradhapura,North Central,Rural,Plastic,Recyclable,Blue,True,7.0,9.1,0.45,0.0,4.73,3.92,4.9,46.9,53.1,0.38,8100
2015,Anuradhapura,North Central,Rural,Metal,Recyclable,Blue,True,4.0,5.2,1.4,0.0,1.43,2.37,26.9,23.0,77.0,1.19,63000
2015,Anuradhapura,North Central,Rural,Glass,Recyclable,Blue,True,3.0,3.9,0.4,0.0,1.81,1.69,10.2,38.9,61.1,0.34,3200
2015,Anuradhapura,North Central,Rural,Textile,Recyclable,Blue,True,4.0,5.2,0.44,0.0,2.26,2.5,8.5,54.2,45.8,0.37,2200
2015,Anuradhapura,North Central,Rural,E-waste,Hazardous,Red,False,2.0,2.6,0.0,0.0,1.61,0.99,1.7,47.8,52.2,0.0,0
2015,Anuradhapura,North Central,Rural,Rubber/Wood,Inert,Black,False,4.0,5.2,0.0,0.0,3.07,2.13,0.0,22.7,77.3,0.0,0
2015,Polonnaruwa,North Central,Rural,Organic/Food,Biodegradable,Green,False,64.0,44.8,0.0,2.69,17.89,24.22,1.3,49.3,50.7,0.0,0
2015,Polonnaruwa,North Central,Rural,Paper,Recyclable,Blue,True,12.0,8.4,1.54,0.0,3.48,3.38,18.4,26.1,73.9,1.31,18480
2015,Polonnaruwa,North Central,Rural,Plastic,Recyclable,Blue,True,7.0,4.9,0.25,0.0,2.87,1.78,5.0,39.2,60.8,0.21,4500
2015,Polonnaruwa,North Central,Rural,Metal,Recyclable,Blue,True,4.0,2.8,0.81,0.0,0.69,1.3,28.9,29.8,70.2,0.69,36450
2015,Polonnaruwa,North Central,Rural,Glass,Recyclable,Blue,True,3.0,2.1,0.29,0.0,0.79,1.02,13.8,39.4,60.6,0.25,2320
2015,Polonnaruwa,North Central,Rural,Textile,Recyclable,Blue,True,4.0,2.8,0.24,0.0,1.43,1.13,8.4,28.7,71.3,0.2,1200
2015,Polonnaruwa,North Central,Rural,E-waste,Hazardous,Red,False,2.0,1.4,0.0,0.0,0.71,0.69,1.0,20.5,79.5,0.0,0
2015,Polonnaruwa,North Central,Rural,Rubber/Wood,Inert,Black,False,4.0,2.8,0.0,0.0,1.93,0.87,0.0,21.4,78.6,0.0,0
2015,Badulla,Uva,Rural,Organic/Food,Biodegradable,Green,False,64.0,70.4,0.0,4.22,32.68,33.5,4.6,36.6,63.4,0.0,0
2015,Badulla,Uva,Rural,Paper,Recyclable,Blue,True,12.0,13.2,2.11,0.0,5.51,5.58,16.0,36.6,63.4,1.79,25320
2015,Badulla,Uva,Rural,Plastic,Recyclable,Blue,True,7.0,7.7,0.39,0.0,4.16,3.15,5.1,33.9,66.1,0.33,7020
2015,Badulla,Uva,Rural,Metal,Recyclable,Blue,True,4.0,4.4,1.25,0.0,1.13,2.02,28.5,21.6,78.4,1.06,56250
2015,Badulla,Uva,Rural,Glass,Recyclable,Blue,True,3.0,3.3,0.38,0.0,1.41,1.51,11.5,37.6,62.4,0.32,3040
2015,Badulla,Uva,Rural,Textile,Recyclable,Blue,True,4.0,4.4,0.41,0.0,1.95,2.04,9.4,25.7,74.3,0.35,2050
2015,Badulla,Uva,Rural,E-waste,Hazardous,Red,False,2.0,2.2,0.0,0.0,1.19,1.01,0.0,20.9,79.1,0.0,0
2015,Badulla,Uva,Rural,Rubber/Wood,Inert,Black,False,4.0,4.4,0.0,0.0,2.05,2.35,1.1,40.1,59.9,0.0,0
2015,Monaragala,Uva,Rural,Organic/Food,Biodegradable,Green,False,64.0,35.2,0.0,2.11,16.87,16.22,2.8,36.0,64.0,0.0,0
2015,Monaragala,Uva,Rural,Paper,Recyclable,Blue,True,12.0,6.6,1.17,0.0,1.9,3.53,17.8,33.5,66.5,0.99,14040
2015,Monaragala,Uva,Rural,Plastic,Recyclable,Blue,True,7.0,3.85,0.32,0.0,1.5,2.03,8.2,26.9,73.1,0.27,5760
2015,Monaragala,Uva,Rural,Metal,Recyclable,Blue,True,4.0,2.2,0.58,0.0,0.9,0.72,26.3,20.6,79.4,0.49,26100
2015,Monaragala,Uva,Rural,Glass,Recyclable,Blue,True,3.0,1.65,0.17,0.0,0.7,0.78,10.4,22.5,77.5,0.14,1360
2015,Monaragala,Uva,Rural,Textile,Recyclable,Blue,True,4.0,2.2,0.16,0.0,0.92,1.12,7.3,20.8,79.2,0.14,800
2015,Monaragala,Uva,Rural,E-waste,Hazardous,Red,False,2.0,1.1,0.0,0.0,0.69,0.41,2.9,24.1,75.9,0.0,0
2015,Monaragala,Uva,Rural,Rubber/Wood,Inert,Black,False,4.0,2.2,0.0,0.0,1.19,1.01,1.6,50.7,49.3,0.0,0
2015,Ratnapura,Sabaragamuwa,Rural,Organic/Food,Biodegradable,Green,False,64.0,76.8,0.0,4.61,33.72,38.47,4.1,29.9,70.1,0.0,0
2015,Ratnapura,Sabaragamuwa,Rural,Paper,Recyclable,Blue,True,12.0,14.4,2.35,0.0,5.03,7.02,16.3,48.2,51.8,2.0,28200
2015,Ratnapura,Sabaragamuwa,Rural,Plastic,Recyclable,Blue,True,7.0,8.4,0.7,0.0,4.31,3.39,8.4,33.0,67.0,0.59,12600
2015,Ratnapura,Sabaragamuwa,Rural,Metal,Recyclable,Blue,True,4.0,4.8,1.4,0.0,1.55,1.85,29.1,52.6,47.4,1.19,63000
2015,Ratnapura,Sabaragamuwa,Rural,Glass,Recyclable,Blue,True,3.0,3.6,0.48,0.0,1.65,1.47,13.4,46.3,53.7,0.41,3840
2015,Ratnapura,Sabaragamuwa,Rural,Textile,Recyclable,Blue,True,4.0,4.8,0.43,0.0,2.81,1.56,9.0,51.6,48.4,0.37,2150
2015,Ratnapura,Sabaragamuwa,Rural,E-waste,Hazardous,Red,False,2.0,2.4,0.0,0.0,1.18,1.22,1.6,31.2,68.8,0.0,0
2015,Ratnapura,Sabaragamuwa,Rural,Rubber/Wood,Inert,Black,False,4.0,4.8,0.0,0.0,2.89,1.91,2.4,20.4,79.6,0.0,0
2015,Kegalle,Sabaragamuwa,Rural,Organic/Food,Biodegradable,Green,False,64.0,57.6,0.0,3.46,35.55,18.59,4.8,31.2,68.8,0.0,0
2015,Kegalle,Sabaragamuwa,Rural,Paper,Recyclable,Blue,True,12.0,10.8,2.1,0.0,2.89,5.81,19.4,40.1,59.9,1.78,25200
2015,Kegalle,Sabaragamuwa,Rural,Plastic,Recyclable,Blue,True,7.0,6.3,0.44,0.0,3.26,2.6,6.9,30.3,69.7,0.37,7920
2015,Kegalle,Sabaragamuwa,Rural,Metal,Recyclable,Blue,True,4.0,3.6,0.98,0.0,0.93,1.69,27.3,46.3,53.7,0.83,44100
2015,Kegalle,Sabaragamuwa,Rural,Glass,Recyclable,Blue,True,3.0,2.7,0.36,0.0,1.0,1.34,13.2,23.2,76.8,0.31,2880
2015,Kegalle,Sabaragamuwa,Rural,Textile,Recyclable,Blue,True,4.0,3.6,0.29,0.0,2.18,1.13,8.0,39.2,60.8,0.25,1450
2015,Kegalle,Sabaragamuwa,Rural,E-waste,Hazardous,Red,False,2.0,1.8,0.0,0.0,0.86,0.94,1.4,32.3,67.7,0.0,0
2015,Kegalle,Sabaragamuwa,Rural,Rubber/Wood,Inert,Black,False,4.0,3.6,0.0,0.0,2.39,1.21,0.0,46.7,53.3,0.0,0
2015,Trincomalee,Eastern,Rural,Organic/Food,Biodegradable,Green,False,64.0,51.2,0.0,3.07,31.48,16.65,3.7,22.9,77.1,0.0,0
2015,Trincomalee,Eastern,Rural,Paper,Recyclable,Blue,True,12.0,9.6,1.77,0.0,4.78,3.05,18.4,48.8,51.2,1.5,21240
2015,Trincomalee,Eastern,Rural,Plastic,Recyclable,Blue,True,7.0,5.6,0.4,0.0,3.41,1.79,7.2,23.0,77.0,0.34,7200
2015,Trincomalee,Eastern,Rural,Metal,Recyclable,Blue,True,4.0,3.2,0.96,0.0,0.98,1.26,29.9,33.0,67.0,0.82,43200
2015,Trincomalee,Eastern,Rural,Glass,Recyclable,Blue,True,3.0,2.4,0.32,0.0,0.79,1.29,13.3,54.5,45.5,0.27,2560
2015,Trincomalee,Eastern,Rural,Textile,Recyclable,Blue,True,4.0,3.2,0.29,0.0,1.65,1.26,9.0,22.9,77.1,0.25,1450
2015,Trincomalee,Eastern,Rural,E-waste,Hazardous,Red,False,2.0,1.6,0.0,0.0,0.9,0.7,2.7,34.8,65.2,0.0,0
2015,Trincomalee,Eastern,Rural,Rubber/Wood,Inert,Black,False,4.0,3.2,0.0,0.0,2.15,1.05,2.4,37.2,62.8,0.0,0
2015,Batticaloa,Eastern,Rural,Organic/Food,Biodegradable,Green,False,64.0,57.6,0.0,3.46,30.11,24.03,1.2,22.0,78.0,0.0,0
2015,Batticaloa,Eastern,Rural,Paper,Recyclable,Blue,True,12.0,10.8,1.74,0.0,5.5,3.56,16.1,42.7,57.3,1.48,20880
2015,Batticaloa,Eastern,Rural,Plastic,Recyclable,Blue,True,7.0,6.3,0.47,0.0,3.02,2.81,7.4,53.7,46.3,0.4,8460
2015,Batticaloa,Eastern,Rural,Metal,Recyclable,Blue,True,4.0,3.6,0.99,0.0,1.27,1.34,27.5,50.4,49.6,0.84,44550
2015,Batticaloa,Eastern,Rural,Glass,Recyclable,Blue,True,3.0,2.7,0.29,0.0,0.95,1.46,10.9,20.4,79.6,0.25,2320
2015,Batticaloa,Eastern,Rural,Textile,Recyclable,Blue,True,4.0,3.6,0.36,0.0,2.12,1.12,9.9,51.2,48.8,0.31,1800
2015,Batticaloa,Eastern,Rural,E-waste,Hazardous,Red,False,2.0,1.8,0.0,0.0,0.81,0.99,1.7,22.6,77.4,0.0,0
2015,Batticaloa,Eastern,Rural,Rubber/Wood,Inert,Black,False,4.0,3.6,0.0,0.0,1.65,1.95,1.0,38.3,61.7,0.0,0
2015,Ampara,Eastern,Rural,Organic/Food,Biodegradable,Green,False,64.0,48.0,0.0,2.88,22.37,22.75,3.7,35.9,64.1,0.0,0
2015,Ampara,Eastern,Rural,Paper,Recyclable,Blue,True,12.0,9.0,1.63,0.0,3.36,4.01,18.1,51.5,48.5,1.39,19560
2015,Ampara,Eastern,Rural,Plastic,Recyclable,Blue,True,7.0,5.25,0.24,0.0,3.07,1.94,4.6,53.3,46.7,0.2,4320
2015,Ampara,Eastern,Rural,Metal,Recyclable,Blue,True,4.0,3.0,0.89,0.0,0.87,1.24,29.6,41.7,58.3,0.76,40050
2015,Ampara,Eastern,Rural,Glass,Recyclable,Blue,True,3.0,2.25,0.25,0.0,1.22,0.78,11.1,36.2,63.8,0.21,2000
2015,Ampara,Eastern,Rural,Textile,Recyclable,Blue,True,4.0,3.0,0.22,0.0,1.44,1.34,7.4,22.7,77.3,0.19,1100
2015,Ampara,Eastern,Rural,E-waste,Hazardous,Red,False,2.0,1.5,0.0,0.0,0.68,0.82,3.5,44.4,55.6,0.0,0
2015,Ampara,Eastern,Rural,Rubber/Wood,Inert,Black,False,4.0,3.0,0.0,0.0,1.87,1.13,0.9,48.5,51.5,0.0,0
2015,Vavuniya,Northern,Rural,Organic/Food,Biodegradable,Green,False,64.0,28.8,0.0,1.73,17.26,9.81,3.9,51.9,48.1,0.0,0
2015,Vavuniya,Northern,Rural,Paper,Recyclable,Blue,True,12.0,5.4,1.02,0.0,1.48,2.9,18.9,45.4,54.6,0.87,12240
2015,Vavuniya,Northern,Rural,Plastic,Recyclable,Blue,True,7.0,3.15,0.22,0.0,1.66,1.27,6.9,52.6,47.4,0.19,3960
2015,Vavuniya,Northern,Rural,Metal,Recyclable,Blue,True,4.0,1.8,0.53,0.0,0.71,0.56,29.5,20.9,79.1,0.45,23850
2015,Vavuniya,Northern,Rural,Glass,Recyclable,Blue,True,3.0,1.35,0.16,0.0,0.51,0.68,11.5,54.6,45.4,0.14,1280
2015,Vavuniya,Northern,Rural,Textile,Recyclable,Blue,True,4.0,1.8,0.12,0.0,0.87,0.81,6.6,33.3,66.7,0.1,600
2015,Vavuniya,Northern,Rural,E-waste,Hazardous,Red,False,2.0,0.9,0.0,0.0,0.44,0.46,3.5,49.3,50.7,0.0,0
2015,Vavuniya,Northern,Rural,Rubber/Wood,Inert,Black,False,4.0,1.8,0.0,0.0,1.07,0.73,0.7,29.6,70.4,0.0,0
2015,Mannar,Northern,Rural,Organic/Food,Biodegradable,Green,False,64.0,19.2,0.0,1.15,8.14,9.91,1.4,48.5,51.5,0.0,0
2015,Mannar,Northern,Rural,Paper,Recyclable,Blue,True,12.0,3.6,0.71,0.0,0.91,1.98,19.6,39.4,60.6,0.6,8520
